-182.923, 78.105, 1.663,  1.765
-182.904, 78.054, 1.630,  1.798
-182.885, 78.004, 1.610,  1.831
-182.866, 77.954, 1.607,  1.864
-182.847, 77.903, 1.622,  1.897
-182.828, 77.852, 1.655,  1.930
-182.809, 77.798, 1.701,  1.963
-182.789, 77.743, 1.758,  1.996
-182.769, 77.686, 1.823,  2.029
-182.749, 77.626, 1.891,  2.062
-182.728, 77.564, 1.960,  2.095
-182.708, 77.500, 2.021,  2.128
-182.688, 77.434, 2.049,  2.161
-182.668, 77.369, 2.052,  2.194
-182.648, 77.304, 2.036,  2.227
-182.629, 77.240, 2.008,  2.260
-182.611, 77.177, 1.971,  2.293
-182.593, 77.115, 1.927,  2.326
-182.576, 77.055, 1.857,  2.359
-182.559, 76.998, 1.803,  2.392
-182.543, 76.942, 1.757,  2.425
-182.527, 76.887, 1.723,  2.458
-182.512, 76.832, 1.703,  2.491
-182.496, 76.778, 1.700,  2.524
-182.481, 76.723, 1.715,  2.557
-182.466, 76.666, 1.748,  2.590
-182.450, 76.609, 1.795,  2.623
-182.434, 76.549, 1.853,  2.656
-182.418, 76.487, 1.920,  2.689
-182.402, 76.422, 1.992,  2.722
-182.386, 76.355, 2.066,  2.755
-182.370, 76.286, 2.128,  2.788
-182.353, 76.216, 2.152,  2.821
-182.338, 76.146, 2.149,  2.854
-182.322, 76.076, 2.129,  2.887
-182.307, 76.008, 2.096,  2.920
-182.293, 75.941, 2.055,  2.953
-182.279, 75.876, 1.989,  2.986
-182.266, 75.813, 1.936,  3.019
-182.253, 75.751, 1.892,  3.052
-182.240, 75.691, 1.860,  3.085
-182.228, 75.631, 1.842,  3.118
-182.216, 75.571, 1.840,  3.151
-182.204, 75.510, 1.857,  3.184
-182.192, 75.448, 1.891,  3.217
-182.180, 75.385, 1.938,  3.250
-182.167, 75.319, 1.996,  3.283
-182.155, 75.251, 2.063,  3.316
-182.142, 75.181, 2.133,  3.349
-182.130, 75.109, 2.197,  3.382
-182.117, 75.035, 2.248,  3.415
-182.105, 74.960, 2.265,  3.448
-182.093, 74.886, 2.255,  3.481
-182.081, 74.812, 2.230,  3.514
-182.070, 74.740, 2.192,  3.547
-182.059, 74.670, 2.132,  3.580
-182.049, 74.601, 2.078,  3.613
-182.039, 74.534, 2.037,  3.646
-182.029, 74.468, 2.006,  3.679
-182.020, 74.402, 1.990,  3.712
-182.010, 74.337, 1.990,  3.745
-182.001, 74.271, 2.009,  3.778
-181.992, 74.203, 2.043,  3.811
-181.983, 74.134, 2.090,  3.844
-181.974, 74.063, 2.148,  3.877
-181.964, 73.990, 2.210,  3.910
-181.955, 73.915, 2.269,  3.943
-181.945, 73.838, 2.318,  3.976
-181.936, 73.760, 2.334,  4.009
-181.927, 73.683, 2.324,  4.042
-181.919, 73.607, 2.297,  4.075
-181.910, 73.532, 2.247,  4.108
-181.902, 73.459, 2.200,  4.141
-181.895, 73.388, 2.162,  4.174
-181.887, 73.317, 2.135,  4.207
-181.880, 73.247, 2.121,  4.240
-181.873, 73.177, 2.124,  4.273
-181.866, 73.105, 2.144,  4.306
-181.859, 73.033, 2.180,  4.339
-181.852, 72.959, 2.228,  4.372
-181.845, 72.884, 2.282,  4.405
-181.838, 72.806, 2.337,  4.438
-181.831, 72.726, 2.389,  4.471
-181.824, 72.646, 2.431,  4.504
-181.817, 72.564, 2.443,  4.537
-181.810, 72.483, 2.430,  4.570
-181.804, 72.403, 2.399,  4.603
-181.797, 72.325, 2.346,  4.636
-181.792, 72.249, 2.295,  4.669
-181.786, 72.174, 2.253,  4.702
-181.780, 72.101, 2.224,  4.735
-181.775, 72.027, 2.211,  4.768
-181.770, 71.954, 2.213,  4.801
-181.765, 71.880, 2.233,  4.834
-181.760, 71.804, 2.270,  4.867
-181.754, 71.727, 2.319,  4.900
-181.749, 71.648, 2.373,  4.933
-181.744, 71.567, 2.427,  4.966
-181.739, 71.485, 2.480,  4.999
-181.734, 71.401, 2.530,  5.032
-181.729, 71.315, 2.569,  5.065
-181.724, 71.229, 2.579,  5.098
-181.719, 71.144, 2.563,  5.131
-181.715, 71.059, 2.529,  5.164
-181.710, 70.977, 2.473,  5.197
-181.706, 70.897, 2.419,  5.230
-181.702, 70.818, 2.374,  5.263
-181.698, 70.740, 2.341,  5.296
-181.694, 70.663, 2.326,  5.329
-181.691, 70.585, 2.330,  5.362
-181.687, 70.507, 2.352,  5.395
-181.683, 70.428, 2.389,  5.428
-181.680, 70.346, 2.435,  5.461
-181.676, 70.264, 2.486,  5.494
-181.673, 70.179, 2.538,  5.527
-181.669, 70.093, 2.590,  5.560
-181.665, 70.005, 2.640,  5.593
-181.662, 69.915, 2.687,  5.626
-181.658, 69.825, 2.724,  5.659
-181.655, 69.734, 2.731,  5.692
-181.652, 69.643, 2.712,  5.725
-181.649, 69.554, 2.669,  5.758
-181.646, 69.467, 2.623,  5.791
-181.643, 69.381, 2.581,  5.824
-181.640, 69.296, 2.549,  5.857
-181.637, 69.212, 2.533,  5.890
-181.635, 69.128, 2.536,  5.923
-181.632, 69.043, 2.555,  5.956
-181.630, 68.957, 2.587,  5.989
-181.627, 68.870, 2.625,  6.022
-181.624, 68.781, 2.668,  6.055
-181.622, 68.690, 2.713,  6.088
-181.620, 68.598, 2.758,  6.121
-181.617, 68.505, 2.801,  6.154
-181.615, 68.410, 2.842,  6.187
-181.612, 68.315, 2.874,  6.220
-181.610, 68.219, 2.876,  6.253
-181.608, 68.124, 2.853,  6.286
-181.606, 68.030, 2.806,  6.319
-181.604, 67.938, 2.756,  6.352
-181.602, 67.848, 2.710,  6.385
-181.600, 67.759, 2.675,  6.418
-181.598, 67.671, 2.654,  6.451
-181.596, 67.583, 2.653,  6.484
-181.595, 67.494, 2.670,  6.517
-181.593, 67.404, 2.700,  6.550
-181.591, 67.313, 2.739,  6.583
-181.590, 67.220, 2.783,  6.616
-181.588, 67.126, 2.830,  6.649
-181.586, 67.030, 2.877,  6.682
-181.585, 66.932, 2.923,  6.715
-181.583, 66.834, 2.967,  6.748
-181.581, 66.733, 3.008,  6.781
-181.580, 66.632, 3.038,  6.814
-181.578, 66.531, 3.040,  6.847
-181.577, 66.430, 3.015,  6.880
-181.576, 66.331, 2.967,  6.913
-181.574, 66.234, 2.914,  6.946
-181.573, 66.139, 2.865,  6.979
-181.572, 66.045, 2.826,  7.012
-181.571, 65.952, 2.802,  7.045
-181.569, 65.859, 2.797,  7.078
-181.568, 65.765, 2.811,  7.111
-181.567, 65.671, 2.839,  7.144
-181.566, 65.575, 2.878,  7.177
-181.565, 65.477, 2.922,  7.210
-181.564, 65.378, 2.969,  7.243
-181.563, 65.278, 3.018,  7.276
-181.562, 65.176, 3.066,  7.309
-181.561, 65.072, 3.112,  7.342
-181.560, 64.967, 3.155,  7.375
-181.559, 64.860, 3.195,  7.408
-181.558, 64.753, 3.225,  7.441
-181.557, 64.645, 3.225,  7.474
-181.556, 64.539, 3.197,  7.507
-181.555, 64.434, 3.146,  7.540
-181.554, 64.331, 3.091,  7.573
-181.554, 64.230, 3.039,  7.606
-181.553, 64.130, 2.996,  7.639
-181.552, 64.032, 2.968,  7.672
-181.551, 63.933, 2.958,  7.705
-181.551, 63.834, 2.969,  7.738
-181.550, 63.735, 2.995,  7.771
-181.549, 63.634, 3.032,  7.804
-181.549, 63.531, 3.077,  7.837
-181.548, 63.427, 3.125,  7.870
-181.547, 63.321, 3.176,  7.903
-181.547, 63.214, 3.226,  7.936
-181.546, 63.104, 3.275,  7.969
-181.545, 62.994, 3.321,  8.002
-181.545, 62.882, 3.364,  8.035
-181.544, 62.768, 3.403,  8.068
-181.543, 62.654, 3.432,  8.101
-181.543, 62.540, 3.431,  8.134
-181.542, 62.426, 3.400,  8.167
-181.542, 62.315, 3.348,  8.200
-181.541, 62.205, 3.290,  8.233
-181.541, 62.097, 3.234,  8.266
-181.540, 61.991, 3.187,  8.299
-181.540, 61.887, 3.154,  8.332
-181.539, 61.782, 3.140,  8.365
-181.539, 61.677, 3.147,  8.398
-181.538, 61.572, 3.171,  8.431
-181.538, 61.465, 3.207,  8.464
-181.538, 61.357, 3.252,  8.497
-181.537, 61.247, 3.302,  8.530
-181.537, 61.135, 3.354,  8.563
-181.536, 61.021, 3.407,  8.596
-181.536, 60.906, 3.459,  8.629
-181.536, 60.789, 3.508,  8.662
-181.535, 60.671, 3.555,  8.695
-181.535, 60.551, 3.598,  8.728
-181.534, 60.430, 3.636,  8.761
-181.534, 60.308, 3.664,  8.794
-181.534, 60.186, 3.662,  8.827
-181.533, 60.065, 3.631,  8.860
-181.533, 59.945, 3.586,  8.893
-181.533, 59.827, 3.539,  8.926
-181.532, 59.711, 3.497,  8.959
-181.532, 59.596, 3.466,  8.992
-181.532, 59.481, 3.452,  9.025
-181.531, 59.366, 3.455,  9.058
-181.531, 59.250, 3.472,  9.091
-181.531, 59.134, 3.501,  9.124
-181.530, 59.016, 3.537,  9.157
-181.530, 58.897, 3.577,  9.190
-181.530, 58.776, 3.620,  9.223
-181.529, 58.654, 3.664,  9.256
-181.529, 58.531, 3.708,  9.289
-181.529, 58.406, 3.750,  9.322
-181.529, 58.279, 3.790,  9.355
-181.528, 58.152, 3.827,  9.388
-181.528, 58.023, 3.861,  9.421
-181.528, 57.894, 3.891,  9.454
-181.528, 57.763, 3.917,  9.487
-181.527, 57.632, 3.934,  9.520
-181.527, 57.502, 3.921,  9.553
-181.527, 57.372, 3.882,  9.586
-181.527, 57.245, 3.830,  9.619
-181.526, 57.119, 3.775,  9.652
-181.526, 56.995, 3.726,  9.685
-181.526, 56.872, 3.689,  9.718
-181.526, 56.750, 3.667,  9.751
-181.525, 56.628, 3.665,  9.784
-181.525, 56.506, 3.680,  9.817
-181.525, 56.382, 3.707,  9.850
-181.525, 56.257, 3.744,  9.883
-181.525, 56.131, 3.787,  9.916
-181.524, 56.003, 3.834,  9.949
-181.524, 55.874, 3.882,  9.982
-181.524, 55.743, 3.930, 10.015
-181.524, 55.610, 3.977, 10.048
-181.523, 55.476, 4.021, 10.081
-181.523, 55.341, 4.062, 10.114
-181.523, 55.205, 4.100, 10.147
-181.523, 55.067, 4.135, 10.180
-181.523, 54.928, 4.165, 10.213
-181.523, 54.789, 4.192, 10.246
-181.522, 54.648, 4.215, 10.279
-181.522, 54.507, 4.235, 10.312
-181.522, 54.366, 4.252, 10.345
-181.522, 54.224, 4.266, 10.378
-181.522, 54.081, 4.279, 10.411
-181.521, 53.939, 4.290, 10.444
-181.521, 53.796, 4.299, 10.477
-181.521, 53.652, 4.308, 10.510
-181.521, 53.508, 4.316, 10.543
-181.521, 53.365, 4.324, 10.576
-181.520, 53.220, 4.332, 10.609
-181.520, 53.076, 4.340, 10.642
-181.520, 52.931, 4.348, 10.675
-181.520, 52.786, 4.357, 10.708
-181.520, 52.641, 4.366, 10.741
-181.519, 52.495, 4.375, 10.774
-181.519, 52.349, 4.385, 10.807
-181.519, 52.202, 4.396, 10.840
-181.519, 52.056, 4.407, 10.873
-181.519, 51.908, 4.418, 10.906
-181.518, 51.761, 4.430, 10.939
-181.518, 51.613, 4.442, 10.972
-181.518, 51.465, 4.454, 11.005
-181.518, 51.316, 4.467, 11.038
-181.518, 51.167, 4.480, 11.071
-181.517, 51.017, 4.493, 11.104
-181.517, 50.867, 4.506, 11.137
-181.517, 50.716, 4.519, 11.170
-181.517, 50.565, 4.532, 11.203
-181.517, 50.414, 4.546, 11.236
-181.516, 50.262, 4.559, 11.269
-181.516, 50.110, 4.573, 11.302
-181.516, 49.957, 4.586, 11.335
-181.516, 49.804, 4.600, 11.368
-181.516, 49.650, 4.613, 11.401
-181.516, 49.496, 4.627, 11.434
-181.515, 49.341, 4.640, 11.467
-181.515, 49.186, 4.654, 11.500
-181.515, 49.031, 4.667, 11.533
-181.515, 48.875, 4.681, 11.566
-181.515, 48.719, 4.694, 11.599
-181.514, 48.562, 4.708, 11.632
-181.514, 48.404, 4.721, 11.665
-181.514, 48.247, 4.735, 11.698
-181.514, 48.089, 4.749, 11.731
-181.514, 47.930, 4.762, 11.764
-181.513, 47.771, 4.776, 11.797
-181.513, 47.611, 4.790, 11.830
-181.513, 47.451, 4.804, 11.863
-181.513, 47.291, 4.818, 11.896
-181.513, 47.130, 4.832, 11.929
-181.512, 46.968, 4.846, 11.962
-181.512, 46.807, 4.860, 11.995
-181.512, 46.644, 4.874, 12.028
-181.512, 46.481, 4.889, 12.061
-181.512, 46.318, 4.903, 12.094
-181.511, 46.154, 4.917, 12.127
-181.511, 45.990, 4.932, 12.160
-181.511, 45.825, 4.946, 12.193
-181.511, 45.660, 4.961, 12.226
-181.511, 45.494, 4.976, 12.259
-181.510, 45.328, 4.990, 12.292
-181.510, 45.161, 5.005, 12.325
-181.510, 44.994, 5.020, 12.358
-181.510, 44.826, 5.035, 12.391
-181.509, 44.658, 5.050, 12.424
-181.509, 44.489, 5.065, 12.457
-181.509, 44.320, 5.080, 12.490
-181.509, 44.151, 5.093, 12.523
-181.509, 43.980, 5.102, 12.556
-181.508, 43.811, 5.097, 12.589
-181.508, 43.641, 5.081, 12.622
-181.508, 43.472, 5.065, 12.655
-181.508, 43.304, 5.053, 12.688
-181.507, 43.136, 5.046, 12.721
-181.507, 42.968, 5.043, 12.754
-181.507, 42.800, 5.044, 12.787
-181.507, 42.632, 5.050, 12.820
-181.506, 42.463, 5.059, 12.853
-181.506, 42.294, 5.073, 12.886
-181.506, 42.125, 5.090, 12.919
-181.506, 41.954, 5.111, 12.952
-181.505, 41.783, 5.135, 12.985
-181.505, 41.611, 5.162, 13.018
-181.505, 41.438, 5.191, 13.051
-181.505, 41.264, 5.222, 13.084
-181.505, 41.089, 5.254, 13.117
-181.504, 40.913, 5.287, 13.150
-181.504, 40.736, 5.320, 13.183
-181.504, 40.557, 5.353, 13.216
-181.503, 40.378, 5.386, 13.249
-181.503, 40.198, 5.417, 13.282
-181.503, 40.016, 5.448, 13.315
-181.503, 39.834, 5.477, 13.348
-181.502, 39.650, 5.505, 13.381
-181.502, 39.466, 5.531, 13.414
-181.502, 39.281, 5.555, 13.447
-181.501, 39.096, 5.578, 13.480
-181.501, 38.909, 5.599, 13.513
-181.501, 38.722, 5.618, 13.546
-181.501, 38.534, 5.637, 13.579
-181.500, 38.346, 5.654, 13.612
-181.500, 38.157, 5.670, 13.645
-181.500, 37.968, 5.685, 13.678
-181.500, 37.778, 5.699, 13.711
-181.499, 37.588, 5.713, 13.744
-181.499, 37.397, 5.727, 13.777
-181.499, 37.206, 5.740, 13.810
-181.498, 37.014, 5.753, 13.843
-181.498, 36.822, 5.766, 13.876
-181.498, 36.629, 5.780, 13.909
-181.497, 36.436, 5.794, 13.942
-181.497, 36.243, 5.808, 13.975
-181.497, 36.049, 5.823, 14.008
-181.496, 35.854, 5.838, 14.041
-181.496, 35.659, 5.853, 14.074
-181.496, 35.464, 5.870, 14.107
-181.495, 35.268, 5.886, 14.140
-181.495, 35.071, 5.904, 14.173
-181.495, 34.874, 5.922, 14.206
-181.495, 34.676, 5.940, 14.239
-181.494, 34.477, 5.959, 14.272
-181.494, 34.278, 5.979, 14.305
-181.493, 34.078, 5.998, 14.338
-181.493, 33.878, 6.018, 14.371
-181.493, 33.676, 6.039, 14.404
-181.492, 33.475, 6.060, 14.437
-181.492, 33.272, 6.080, 14.470
-181.492, 33.069, 6.101, 14.503
-181.491, 32.865, 6.122, 14.536
-181.491, 32.660, 6.143, 14.569
-181.491, 32.455, 6.165, 14.602
-181.490, 32.248, 6.186, 14.635
-181.490, 32.042, 6.206, 14.668
-181.490, 31.834, 6.227, 14.701
-181.489, 31.626, 6.248, 14.734
-181.489, 31.417, 6.269, 14.767
-181.488, 31.208, 6.289, 14.800
-181.488, 30.997, 6.310, 14.833
-181.488, 30.787, 6.330, 14.866
-181.487, 30.575, 6.350, 14.899
-181.487, 30.363, 6.370, 14.932
-181.486, 30.150, 6.391, 14.965
-181.486, 29.936, 6.411, 14.998
-181.486, 29.722, 6.431, 15.031
-181.485, 29.507, 6.451, 15.064
-181.485, 29.291, 6.471, 15.097
-181.484, 29.075, 6.491, 15.130
-181.484, 28.858, 6.512, 15.163
-181.484, 28.641, 6.532, 15.196
-181.483, 28.422, 6.552, 15.229
-181.483, 28.203, 6.573, 15.262
-181.482, 27.984, 6.594, 15.295
-181.482, 27.763, 6.614, 15.328
-181.481, 27.542, 6.635, 15.361
-181.481, 27.320, 6.657, 15.394
-181.481, 27.098, 6.678, 15.427
-181.480, 26.875, 6.699, 15.460
-181.480, 26.651, 6.721, 15.493
-181.479, 26.426, 6.742, 15.526
-181.479, 26.201, 6.764, 15.559
-181.478, 25.975, 6.786, 15.592
-181.478, 25.748, 6.808, 15.625
-181.477, 25.520, 6.829, 15.658
-181.477, 25.292, 6.851, 15.691
-181.476, 25.063, 6.872, 15.724
-181.476, 24.833, 6.894, 15.757
-181.475, 24.603, 6.915, 15.790
-181.475, 24.372, 6.937, 15.823
-181.474, 24.140, 6.958, 15.856
-181.474, 23.908, 6.980, 15.889
-181.473, 23.674, 7.001, 15.922
-181.473, 23.440, 7.023, 15.955
-181.472, 23.206, 7.045, 15.988
-181.472, 22.970, 7.067, 16.021
-181.471, 22.734, 7.089, 16.054
-181.471, 22.497, 7.111, 16.087
-181.470, 22.260, 7.133, 16.120
-181.470, 22.021, 7.156, 16.153
-181.469, 21.782, 7.178, 16.186
-181.469, 21.542, 7.201, 16.219
-181.468, 21.302, 7.224, 16.252
-181.467, 21.060, 7.247, 16.285
-181.467, 20.818, 7.270, 16.318
-181.466, 20.575, 7.293, 16.351
-181.466, 20.331, 7.316, 16.384
-181.465, 20.087, 7.340, 16.417
-181.465, 19.841, 7.363, 16.450
-181.464, 19.595, 7.386, 16.483
-181.463, 19.349, 7.410, 16.516
-181.463, 19.101, 7.434, 16.549
-181.462, 18.853, 7.457, 16.582
-181.462, 18.603, 7.481, 16.615
-181.461, 18.353, 7.505, 16.648
-181.460, 18.103, 7.529, 16.681
-181.460, 17.851, 7.553, 16.714
-181.459, 17.599, 7.577, 16.747
-181.459, 17.345, 7.600, 16.780
-181.458, 17.091, 7.624, 16.813
-181.457, 16.837, 7.648, 16.846
-181.457, 16.581, 7.672, 16.879
-181.456, 16.325, 7.696, 16.912
-181.455, 16.068, 7.720, 16.945
-181.455, 15.810, 7.744, 16.978
-181.454, 15.551, 7.768, 17.011
-181.453, 15.291, 7.792, 17.044
-181.453, 15.031, 7.816, 17.077
-181.452, 14.770, 7.840, 17.110
-181.451, 14.508, 7.865, 17.143
-181.451, 14.245, 7.889, 17.176
-181.450, 13.982, 7.914, 17.209
-181.449, 13.717, 7.939, 17.242
-181.449, 13.452, 7.964, 17.275
-181.448, 13.186, 7.989, 17.308
-181.447, 12.919, 8.014, 17.341
-181.446, 12.651, 8.039, 17.374
-181.446, 12.383, 8.065, 17.407
-181.445, 12.113, 8.090, 17.440
-181.444, 11.843, 8.116, 17.473
-181.443, 11.572, 8.142, 17.506
-181.443, 11.299, 8.168, 17.539
-181.442, 11.027, 8.194, 17.572
-181.441, 10.753, 8.220, 17.605
-181.440, 10.478, 8.246, 17.638
-181.440, 10.203, 8.273, 17.671
-181.439, 9.926, 8.299, 17.704
-181.438, 9.649, 8.326, 17.737
-181.437, 9.371, 8.352, 17.770
-181.437, 9.092, 8.379, 17.803
-181.436, 8.812, 8.406, 17.836
-181.435, 8.531, 8.433, 17.869
-181.434, 8.249, 8.460, 17.902
-181.433, 7.966, 8.487, 17.935
-181.432, 7.683, 8.514, 17.968
-181.432, 7.398, 8.541, 18.001
-181.431, 7.113, 8.568, 18.034
-181.430, 6.826, 8.596, 18.067
-181.429, 6.539, 8.623, 18.100
-181.428, 6.251, 8.651, 18.133
-181.427, 5.962, 8.678, 18.166
-181.426, 5.672, 8.706, 18.199
-181.426, 5.381, 8.734, 18.232
-181.425, 5.089, 8.761, 18.265
-181.424, 4.797, 8.789, 18.298
-181.423, 4.503, 8.817, 18.331
-181.422, 4.208, 8.846, 18.364
-181.421, 3.913, 8.874, 18.397
-181.420, 3.616, 8.902, 18.430
-181.419, 3.319, 8.931, 18.463
-181.418, 3.020, 8.959, 18.496
-181.417, 2.721, 8.988, 18.529
-181.416, 2.421, 9.016, 18.562
-181.415, 2.119, 9.045, 18.595
-181.414, 1.817, 9.074, 18.628
-181.413, 1.514, 9.103, 18.661
-181.413, 1.210, 9.132, 18.694
-181.412, 0.905, 9.161, 18.727
-181.411, 0.599, 9.191, 18.760
-181.410, 0.291, 9.220, 18.793
-181.409, -0.017, 9.250, 18.826
-181.408, -0.326, 9.279, 18.859
-181.406, -0.636, 9.309, 18.892
-181.405, -0.947, 9.338, 18.925
-181.404, -1.259, 9.368, 18.958
-181.403, -1.572, 9.398, 18.991
-181.402, -1.886, 9.428, 19.024
-181.401, -2.201, 9.458, 19.057
-181.400, -2.517, 9.489, 19.090
-181.399, -2.834, 9.519, 19.123
-181.398, -3.152, 9.550, 19.156
-181.397, -3.471, 9.580, 19.189
-181.396, -3.791, 9.611, 19.222
-181.395, -4.112, 9.641, 19.255
-181.393, -4.435, 9.672, 19.288
-181.392, -4.758, 9.703, 19.321
-181.391, -5.082, 9.734, 19.354
-181.390, -5.407, 9.765, 19.387
-181.389, -5.734, 9.797, 19.420
-181.388, -6.061, 9.828, 19.453
-181.387, -6.389, 9.859, 19.486
-181.385, -6.719, 9.891, 19.519
-181.384, -7.049, 9.922, 19.552
-181.383, -7.381, 9.954, 19.585
-181.382, -7.713, 9.986, 19.618
-181.381, -8.047, 10.018, 19.651
-181.379, -8.382, 10.050, 19.684
-181.378, -8.718, 10.082, 19.717
-181.377, -9.055, 10.114, 19.750
-181.376, -9.393, 10.147, 19.783
-181.374, -9.732, 10.179, 19.816
-181.373, -10.072, 10.212, 19.849
-181.372, -10.413, 10.244, 19.882
-181.370, -10.755, 10.277, 19.915
-181.369, -11.099, 10.310, 19.948
-181.368, -11.443, 10.343, 19.981
-181.367, -11.789, 10.376, 20.014
-181.365, -12.136, 10.409, 20.047
-181.364, -12.483, 10.443, 20.080
-181.363, -12.832, 10.476, 20.113
-181.361, -13.182, 10.509, 20.146
-181.360, -13.533, 10.543, 20.179
-181.358, -13.886, 10.577, 20.212
-181.357, -14.239, 10.611, 20.245
-181.356, -14.594, 10.644, 20.278
-181.354, -14.949, 10.678, 20.311
-181.353, -15.306, 10.713, 20.344
-181.351, -15.664, 10.747, 20.377
-181.350, -16.023, 10.781, 20.410
-181.348, -16.383, 10.816, 20.443
-181.347, -16.745, 10.850, 20.476
-181.346, -17.107, 10.885, 20.509
-181.344, -17.471, 10.919, 20.542
-181.343, -17.836, 10.954, 20.575
-181.341, -18.202, 10.989, 20.608
-181.340, -18.569, 11.024, 20.641
-181.338, -18.938, 11.060, 20.674
-181.336, -19.307, 11.095, 20.707
-181.335, -19.678, 11.130, 20.740
-181.333, -20.050, 11.166, 20.773
-181.332, -20.423, 11.201, 20.806
-181.330, -20.797, 11.237, 20.839
-181.329, -21.173, 11.273, 20.872
-181.327, -21.549, 11.309, 20.905
-181.325, -21.927, 11.345, 20.938
-181.324, -22.306, 11.381, 20.971
-181.322, -22.687, 11.418, 21.004
-181.320, -23.068, 11.454, 21.037
-181.319, -23.451, 11.491, 21.070
-181.317, -23.835, 11.527, 21.103
-181.315, -24.220, 11.564, 21.136
-181.314, -24.606, 11.601, 21.169
-181.312, -24.994, 11.639, 21.202
-181.310, -25.383, 11.676, 21.235
-181.308, -25.773, 11.714, 21.268
-181.307, -26.165, 11.752, 21.301
-181.305, -26.557, 11.790, 21.334
-181.303, -26.951, 11.828, 21.367
-181.301, -27.346, 11.867, 21.400
-181.300, -27.743, 11.905, 21.433
-181.298, -28.141, 11.944, 21.466
-181.296, -28.540, 11.983, 21.499
-181.294, -28.940, 12.022, 21.532
-181.292, -29.342, 12.062, 21.565
-181.290, -29.745, 12.101, 21.598
-181.288, -30.150, 12.141, 21.631
-181.287, -30.555, 12.181, 21.664
-181.285, -30.962, 12.221, 21.697
-181.283, -31.371, 12.261, 21.730
-181.281, -31.780, 12.301, 21.763
-181.279, -32.191, 12.342, 21.796
-181.277, -32.604, 12.382, 21.829
-181.275, -33.018, 12.423, 21.862
-181.273, -33.433, 12.464, 21.895
-181.271, -33.849, 12.505, 21.928
-181.269, -34.267, 12.546, 21.961
-181.267, -34.686, 12.587, 21.994
-181.265, -35.107, 12.629, 22.027
-181.263, -35.529, 12.670, 22.060
-181.261, -35.952, 12.712, 22.093
-181.259, -36.377, 12.754, 22.126
-181.256, -36.803, 12.795, 22.159
-181.254, -37.231, 12.837, 22.192
-181.252, -37.660, 12.879, 22.225
-181.250, -38.090, 12.922, 22.258
-181.248, -38.522, 12.964, 22.291
-181.246, -38.955, 13.006, 22.324
-181.243, -39.390, 13.049, 22.357
-181.241, -39.826, 13.092, 22.390
-181.239, -40.264, 13.134, 22.423
-181.237, -40.702, 13.177, 22.456
-181.235, -41.143, 13.220, 22.489
-181.232, -41.585, 13.264, 22.522
-181.230, -42.028, 13.307, 22.555
-181.228, -42.472, 13.350, 22.588
-181.225, -42.919, 13.394, 22.621
-181.223, -43.366, 13.437, 22.654
-181.221, -43.815, 13.481, 22.687
-181.218, -44.266, 13.525, 22.720
-181.216, -44.718, 13.569, 22.753
-181.213, -45.171, 13.613, 22.786
-181.211, -45.626, 13.658, 22.819
-181.209, -46.082, 13.702, 22.852
-181.206, -46.540, 13.747, 22.885
-181.204, -46.999, 13.791, 22.918
-181.201, -47.460, 13.836, 22.951
-181.199, -47.923, 13.881, 22.984
-181.196, -48.386, 13.926, 23.017
-181.194, -48.852, 13.971, 23.050
